Date,Client Name,Region,Product,Revenue,Raw Material Cost,Labor Cost,Overhead Cost,Operating Expenses,Depreciation,Amortization,Interest,Taxes,EBITDA,EBITDA Margin,Profit Margin
2024-04-29,Wheeler Group,North,Soy,31825,11087.39,7303.69,4077.36,22468.44,1742.66,1034.63,1085.51,1373.44,9356.56,29.4,12.95
2024-04-30,Huerta Inc,South,Soy,18061,5833.79,4502.34,2621.53,12957.67,1042.73,535.68,756.98,691.99,5103.33,28.26,11.49
2024-04-30,Smith Group,West,Wheat,20003,7652.79,3244.77,2709.25,13606.81,1580.65,637.16,612.78,891.4,6396.19,31.98,13.37
2024-04-30,"Pearson, Miller and Knight",West,Wheat,42446,16004.25,6549.71,4962.12,27516.07,2441.64,1521.85,1884.97,2270.37,14929.93,35.17,16.05
2024-04-30,Miller-Mitchell,West,Wheat,32253,12255.52,6573.27,3851.84,22680.63,1668.49,1180.06,1240.38,1370.86,9572.37,29.68,12.75
2024-04-30,Rice LLC,North,Potato,6520,2078.61,1505.34,913.29,4497.24,339.14,138.18,365.88,294.89,2022.76,31.02,13.57
2024-04-30,Hunt-Coleman,South,Soy,28790,10422.06,6186.8,3203.15,19812.02,1748.62,946.67,1282.37,1250.08,8977.98,31.18,13.03
2024-04-30,Barnes-Spencer,North,Wheat,49344,14966.61,8341.22,6408.96,29716.79,3625.31,1341.95,2748.85,2977.77,19627.21,39.78,18.1
2024-04-30,Smith Group,South,Soy,31817,10452.58,6761.35,4064.22,21278.15,2246.52,1223.23,1881.13,1296.99,10538.85,33.12,12.23
2024-04-30,"Glenn, Chandler and Ward",South,Corn,38134,14294.53,8707.12,5470.86,28472.52,2684.13,1211.84,1998.07,941.86,9661.48,25.34,7.41
2024-04-30,"Weaver, Small and Tran",North,Wheat,22332,7739.65,4565.78,2426.44,14731.86,1173.25,597.91,1169.44,1164.88,7600.14,34.03,15.65
2024-04-30,Huynh and Sons,South,Potato,14353,5506.35,3549.66,1910.47,10966.48,1137.43,564.1,800.99,221.0,3386.52,23.59,4.62
2024-04-30,Huerta Inc,East,Soy,12951,3997.47,2214.63,1474.06,7686.16,926.94,329.42,681.76,831.68,5264.84,40.65,19.27
2024-04-30,Davis LLC,West,Wheat,12619,4916.1,2444.83,1770.54,9131.46,992.66,389.12,682.79,355.74,3487.54,27.64,8.46
2024-04-30,Winters-Bryant,South,Wheat,46101,14672.14,7100.19,6726.65,28498.98,2535.84,1171.2,1587.64,3076.83,17602.02,38.18,20.02
2024-04-30,Mccarthy-Cooper,West,Potato,48689,14769.66,9851.5,5969.61,30590.77,3382.48,1069.4,1517.02,3032.33,18098.23,37.17,18.68
2024-04-30,Murphy Inc,East,Potato,42622,14120.76,6408.86,6290.14,26819.76,2593.33,1421.42,2152.97,2408.63,15802.24,37.08,16.95
2024-04-30,"Johnson, Robinson and Rodriguez",South,Potato,36515,12042.5,8614.4,5366.02,26022.92,2403.44,1309.46,1465.59,1328.4,10492.08,28.73,10.91
2024-04-30,Huynh and Sons,North,Corn,49760,16664.3,11254.39,5306.73,33225.42,2647.34,1944.41,1663.8,2569.76,16534.58,33.23,15.49
2024-04-30,Winters-Bryant,East,Soy,15088,5294.68,3447.15,2253.37,10995.2,1096.09,361.77,799.77,458.8,4092.8,27.13,9.12
2024-04-30,Smith-Stokes,East,Potato,9789,3470.93,1727.47,1159.79,6358.2,734.3,319.26,346.78,507.62,3430.8,35.05,15.56
2024-04-30,Smith-Stokes,West,Wheat,11376,4382.38,2648.68,1389.67,8420.73,629.53,387.64,640.77,324.33,2955.27,25.98,8.55
2024-04-30,"Pearson, Miller and Knight",East,Soy,18101,6410.54,3162.1,2019.12,11591.76,1243.86,627.3,888.0,937.52,6509.24,35.96,15.54
2024-04-30,"Johnson, Robinson and Rodriguez",West,Potato,15739,5561.74,2561.63,1787.08,9910.45,1070.85,577.51,686.4,873.45,5828.55,37.03,16.65
2024-04-30,"Gibbs, Nelson and Fuller",North,Potato,42692,14000.36,10034.56,5656.96,29691.89,3404.23,1063.0,1450.57,1770.58,13000.11,30.45,12.44
2024-04-30,Smith Group,North,Soy,46052,16274.14,7147.41,6029.23,29450.79,2600.37,1496.94,1448.83,2763.77,16601.21,36.05,18.0
2024-04-30,Myers-Harmon,East,Potato,32421,12760.5,6529.27,4697.02,23986.78,1859.75,763.16,1639.44,1042.97,8434.22,26.01,9.65
2024-04-30,Murphy Inc,East,Soy,11704,4327.87,2641.15,1456.52,8425.54,815.58,451.97,592.17,354.69,3278.46,28.01,9.09
2024-04-30,Barnes-Spencer,South,Soy,10090,3185.03,2381.04,1088.73,6654.8,637.72,207.94,601.55,497.0,3435.2,34.05,14.78
2024-04-30,"Stone, Adkins and Reyes",North,Soy,15203,6077.5,2461.71,2121.67,10660.87,946.32,517.15,509.06,642.4,4542.13,29.88,12.68
2024-05-01,Huerta Inc,North,Wheat,7669,2303.08,1853.43,864.01,5020.52,426.3,193.08,342.52,421.65,2648.48,34.53,16.49
2024-05-01,"Morgan, Carlson and Wright",South,Corn,42833,16958.96,7439.11,6173.45,30571.52,2174.58,1111.23,1958.12,1754.39,12261.48,28.63,12.29
2024-05-01,Myers-Harmon,South,Wheat,18375,7119.82,4118.74,2201.33,13439.9,1267.03,691.23,737.88,559.74,4935.1,26.86,9.14
2024-05-01,"Gibbs, Nelson and Fuller",East,Potato,41020,13479.51,6290.96,5231.9,25002.38,2551.54,1426.38,2178.35,2465.34,16017.62,39.05,18.03
2024-05-01,Wilson-Irwin,North,Wheat,39444,13932.93,9034.45,4485.88,27453.26,2824.29,936.39,2330.21,1474.96,11990.74,30.4,11.22
2024-05-01,"Weaver, Small and Tran",West,Potato,32770,11698.31,7909.4,4295.97,23903.67,2214.86,1225.23,1228.78,1049.37,8866.33,27.06,9.61
2024-05-01,Mccarthy-Cooper,East,Wheat,28028,9932.6,4527.42,3968.78,18428.8,1553.32,955.83,1514.78,1393.81,9599.2,34.25,14.92
2024-05-01,Barnes-Spencer,West,Wheat,19318,6149.81,2956.06,2858.47,11964.34,1518.08,676.43,811.47,1086.92,7353.66,38.07,16.88
2024-05-01,Hunt-Coleman,North,Soy,28919,9082.23,6307.59,2983.12,18372.94,1478.98,1056.09,1252.67,1689.58,10546.06,36.47,17.53
2024-05-01,Murphy Inc,West,Soy,49373,19117.99,8933.22,5532.94,33584.16,3189.82,1216.95,1629.08,2438.25,15788.84,31.98,14.82
2024-05-01,Cantu-Cox,South,Soy,8169,3216.39,1595.52,955.85,5767.76,439.92,207.09,441.92,328.08,2401.24,29.39,12.05
2024-05-01,Kidd and Sons,South,Wheat,22718,8798.85,4713.37,3316.89,16829.12,1726.96,633.72,1352.37,543.96,5888.88,25.92,7.18
2024-05-01,"Johnson, Robinson and Rodriguez",South,Soy,16418,5999.81,3567.87,2381.39,11949.06,853.35,517.57,796.8,575.31,4468.94,27.22,10.51
2024-05-01,Wallace-Wright,South,Potato,26335,8702.75,6279.25,3652.42,18634.42,1811.28,756.03,952.43,1045.21,7700.58,29.24,11.91
2024-05-01,Wheeler Group,South,Corn,26043,8578.25,5039.98,3453.24,17071.47,1858.93,666.96,1014.39,1357.81,8971.53,34.45,15.64
2024-05-01,Wallace-Wright,East,Potato,39923,14934.76,8722.19,5357.97,29014.92,2217.35,1582.78,2297.33,1202.65,10908.08,27.32,9.04
2024-05-01,Smith Group,West,Wheat,42895,15993.33,10368.79,5065.68,31427.8,2489.74,1543.94,2477.15,1239.09,11467.2,26.73,8.67
2024-05-01,Young-Taylor,North,Corn,8201,2491.45,1919.3,1175.58,5586.34,434.83,211.37,357.43,402.76,2614.66,31.88,14.73
2024-05-01,"Holmes, Huynh and Wilson",East,Soy,20456,7114.12,5071.24,2748.7,14934.06,1349.5,652.7,805.46,678.57,5521.94,26.99,9.95
2024-05-01,"Glenn, Chandler and Ward",South,Wheat,12310,3776.53,2556.46,1331.21,7664.19,715.8,320.08,377.24,808.18,4645.81,37.74,19.7
2024-05-01,"Bell, Moore and Hill",West,Wheat,19342,7513.78,3100.83,2749.77,13364.38,1442.7,718.02,718.62,774.57,5977.62,30.9,12.01
2024-05-01,"Stone, Adkins and Reyes",North,Soy,15224,4626.24,2857.27,1614.74,9098.25,877.01,583.35,642.56,1005.71,6125.75,40.24,19.82
2024-05-01,Murphy Inc,North,Corn,24930,8875.53,3912.27,3581.87,16369.68,1321.51,761.46,929.36,1387.0,8560.32,34.34,16.69
2024-05-01,Kidd and Sons,West,Soy,12464,4583.3,2494.44,1443.78,8521.52,881.97,256.16,696.73,526.91,3942.48,31.63,12.68
2024-05-01,"Gibbs, Nelson and Fuller",East,Wheat,29645,11318.59,7306.32,3259.24,21884.15,2308.07,724.13,981.59,936.76,7760.85,26.18,9.48
2024-05-01,"Coleman, Davis and Cook",West,Potato,41208,14831.66,8084.08,4938.55,27854.29,2570.1,1250.85,1364.34,2042.1,13353.71,32.41,14.87
2024-05-01,Miller-Mitchell,North,Corn,17442,5601.48,3725.52,2194.97,11521.97,884.42,666.25,827.86,885.38,5920.03,33.94,15.23
2024-05-01,Lopez Inc,East,Soy,7098,2728.17,1217.93,969.05,4915.15,444.02,173.58,355.74,302.38,2182.85,30.75,12.78
2024-05-01,Bartlett PLC,West,Potato,27866,10565.16,6638.07,3368.29,20571.52,1529.29,1069.01,1317.57,844.65,7294.48,26.18,9.09
2024-05-01,Rice-Smith,South,Soy,48420,17361.99,10983.32,7247.98,35593.3,3676.05,1857.38,1796.47,1374.2,12826.7,26.49,8.51
2024-05-01,"Pearson, Miller and Knight",West,Wheat,44864,15066.12,8848.06,6724.71,30638.89,3444.67,1133.39,1490.95,2039.03,14225.11,31.71,13.63
2024-05-01,Dixon PLC,North,Wheat,32087,10201.84,5627.64,4582.3,20411.78,2220.27,1268.83,1190.64,1748.87,11675.22,36.39,16.35
2024-05-02,Dixon PLC,West,Corn,8098,2672.99,1815.94,1186.7,5675.63,572.35,284.57,345.52,304.98,2422.37,29.91,11.3
2024-05-02,Rice LLC,West,Wheat,41926,14024.37,8779.93,5663.76,28468.06,3236.3,1509.7,1932.56,1694.85,13457.94,32.1,12.13
2024-05-02,Wheeler Group,North,Corn,24154,8986.46,5880.94,3139.62,18007.02,1250.66,595.19,943.69,839.36,6146.98,25.45,10.43
2024-05-02,Welch PLC,West,Wheat,41109,13525.59,6657.76,4202.23,24385.58,2985.6,1635.17,1811.93,2572.68,16723.42,40.68,18.77
2024-05-02,Winters-Bryant,West,Soy,40672,15050.5,9497.09,5810.95,30358.54,2237.61,1626.31,1705.07,1186.12,10313.46,25.36,8.75
2024-05-02,Weber Ltd,West,Soy,26187,8101.8,6026.87,3586.11,17714.78,1975.74,637.0,870.01,1247.37,8472.22,32.35,14.29
2024-05-02,Myers-Harmon,South,Corn,7801,2974.75,1475.82,1060.21,5510.78,610.4,248.07,264.23,291.88,2290.22,29.36,11.22
2024-05-02,Smith PLC,West,Potato,23954,7346.46,5576.13,2756.44,15679.02,1383.65,764.63,774.96,1337.93,8274.98,34.55,16.76
2024-05-02,Smith Group,West,Potato,38199,13503.69,6489.97,5494.29,25487.95,2584.28,849.06,1234.02,2010.92,12711.05,33.28,15.79
2024-05-02,"Glenn, Chandler and Ward",East,Soy,39265,12076.35,8641.83,5163.03,25881.21,2999.85,1121.02,1518.92,1936.0,13383.79,34.09,14.79
2024-05-02,Rice-Smith,East,Potato,34814,12403.8,7156.92,4709.17,24269.88,2433.03,1149.37,1524.34,1359.35,10544.12,30.29,11.71
2024-05-02,Weber Ltd,South,Corn,29838,9652.92,6377.05,4403.45,20433.42,2047.93,817.15,1070.35,1367.29,9404.58,31.52,13.75
2024-05-02,"Holmes, Huynh and Wilson",North,Soy,23626,7634.28,4974.43,2773.54,15382.26,1844.98,844.06,765.37,1197.33,8243.74,34.89,15.2
2024-05-02,Lopez Inc,East,Corn,18082,5562.25,2914.09,2024.44,10500.77,1437.09,605.23,790.86,1187.01,7581.23,41.93,19.69
2024-05-02,Brown Inc,East,Wheat,35820,13749.17,8198.94,3640.47,25588.59,2756.91,1002.74,1826.03,1161.43,10231.41,28.56,9.73
2024-05-02,Smith-Stokes,West,Corn,43556,15065.5,9169.19,5465.98,29700.67,3081.58,1238.14,2197.18,1834.61,13855.33,31.81,12.64
2024-05-02,Huerta Inc,North,Soy,29290,11426.4,6334.79,2952.98,20714.16,1976.79,599.12,1641.5,1089.61,8575.84,29.28,11.16
2024-05-02,Allen-Dyer,West,Soy,30079,10924.18,5456.81,3703.43,20084.43,1685.12,1133.53,1312.69,1465.81,9994.57,33.23,14.62
2024-05-02,Brown Inc,West,Potato,25921,8073.68,5266.97,2649.54,15990.2,1755.71,965.55,1233.36,1494.04,9930.8,38.31,17.29
2024-05-02,Lopez Inc,North,Potato,13258,5301.73,2467.12,1959.87,9728.72,743.7,486.43,596.44,425.68,3529.28,26.62,9.63
2024-05-02,Bartlett PLC,South,Wheat,21166,7518.39,3508.79,3128.85,14156.03,1345.9,671.62,855.81,1034.16,7009.97,33.12,14.66
2024-05-03,Hunt-Coleman,West,Soy,21948,7781.15,3336.23,2793.14,13910.51,1301.2,685.34,784.22,1316.68,8037.49,36.62,18.0
2024-05-03,Rice-Smith,West,Corn,13137,4001.33,2017.31,1937.15,7955.8,1023.23,512.81,769.74,718.85,5181.2,39.44,16.42
2024-05-03,"Holmes, Huynh and Wilson",West,Corn,32776,10446.05,6552.86,3946.33,20945.24,2323.16,1050.25,1458.07,1749.82,11830.76,36.1,16.02
2024-05-03,Davis LLC,South,Potato,20074,7776.67,4828.87,2979.21,15584.74,1134.51,565.87,710.95,519.48,4489.26,22.36,7.76
2024-05-03,"Morgan, Carlson and Wright",South,Soy,15507,6181.9,2432.81,1754.98,10369.69,973.54,395.41,873.69,723.67,5137.31,33.13,14.0
2024-05-03,Huynh and Sons,North,Corn,48571,15614.47,8397.1,5504.85,29516.42,3535.62,1512.08,1793.97,3053.23,19054.58,39.23,18.86
2024-05-03,"Morgan, Carlson and Wright",West,Potato,46219,17368.73,9128.12,5145.85,31642.7,2600.08,1353.97,2060.61,2140.41,14576.3,31.54,13.89
2024-05-03,"Stevens, Terry and Hahn",South,Wheat,18826,5713.92,4388.33,2398.8,12501.05,1123.98,684.6,1016.01,875.09,6324.95,33.6,13.94
2024-05-03,"Stevens, Terry and Hahn",East,Corn,42651,15910.3,10043.26,6228.61,32182.18,3178.97,1149.98,1812.68,1081.8,10468.82,24.55,7.61
2024-05-03,Myers-Harmon,West,Corn,43581,17107.23,8963.87,6420.11,32491.2,2406.1,904.37,2169.91,1402.35,11089.8,25.45,9.65
2024-05-03,Lopez Inc,West,Corn,35378,12817.02,8792.45,4096.35,25705.81,2230.67,879.81,1744.18,1204.38,9672.19,27.34,10.21
2024-05-03,"Johnson, Robinson and Rodriguez",North,Corn,17041,5117.3,3292.08,1764.24,10173.62,1223.73,458.46,650.89,1133.57,6867.38,40.3,19.96
2024-05-03,"Holmes, Huynh and Wilson",South,Potato,31018,12174.21,5690.9,4325.44,22190.55,2238.55,1140.43,1699.39,937.27,8827.45,28.46,9.07
2024-05-03,Welch PLC,East,Potato,34755,12149.13,6308.55,5001.07,23458.75,2065.52,923.36,1966.15,1585.3,11296.25,32.5,13.68
2024-05-03,Campbell PLC,West,Corn,33265,11806.47,8197.12,4888.2,24891.79,2173.35,1312.42,1192.03,923.85,8373.21,25.17,8.33
2024-05-03,"Pearson, Miller and Knight",West,Corn,9215,2798.42,1491.95,986.57,5276.94,470.86,232.52,363.1,717.9,3938.06,42.74,23.37
2024-05-03,Rice LLC,West,Soy,19742,7342.2,3701.22,2240.95,13284.37,1464.94,646.57,985.86,840.07,6457.63,32.71,12.77
2024-05-03,Welch PLC,North,Corn,6137,2129.89,1027.12,887.39,4044.41,321.83,129.23,199.87,360.42,2092.59,34.1,17.62
2024-05-03,Huynh and Sons,East,Corn,5756,2022.57,979.09,796.07,3797.73,335.83,118.7,241.67,315.52,1958.27,34.02,16.44
2024-05-03,Mccarthy-Cooper,West,Soy,40173,12925.44,6753.5,4511.91,24190.85,3104.53,1478.93,1355.06,2510.91,15982.15,39.78,18.75
2024-05-03,Huerta Inc,East,Corn,33553,12985.83,5637.85,3718.23,22341.92,1791.12,782.06,1033.07,1901.21,11211.08,33.41,17.0
2024-05-03,Miller-Mitchell,East,Potato,22476,7740.77,5123.94,3268.28,16132.98,1559.6,693.68,843.51,811.56,6343.02,28.22,10.83
2024-05-03,Miller-Mitchell,West,Potato,23931,9355.11,4242.64,3290.84,16888.59,1318.83,712.26,739.38,1067.99,7042.41,29.43,13.39
2024-05-03,"Morgan, Carlson and Wright",North,Potato,23131,8013.16,5580.08,3421.14,17014.38,1222.79,479.86,845.46,892.13,6116.62,26.44,11.57
2024-05-03,"Holmes, Huynh and Wilson",East,Potato,45070,15183.37,7096.97,5958.11,28238.46,3077.5,973.74,2274.86,2626.36,16831.54,37.35,17.48
2024-05-03,Huerta Inc,East,Corn,19163,5820.14,3056.22,1947.06,10823.42,987.89,395.54,944.47,1502.92,8339.58,43.52,23.53
2024-05-03,"Pearson, Miller and Knight",West,Potato,34438,10804.06,5380.95,3493.55,19678.56,2693.41,862.25,1772.29,2357.87,14759.44,42.86,20.54
2024-05-03,Mccarthy-Cooper,South,Corn,28651,10374.58,4408.83,4146.41,18929.81,1626.18,782.13,919.75,1598.28,9721.19,33.93,16.74
2024-05-03,"Glenn, Chandler and Ward",West,Corn,46845,17920.33,11529.86,6820.02,36270.2,3434.72,1079.3,2441.12,904.92,10574.8,22.57,5.8
2024-05-03,Smith PLC,West,Potato,32868,13131.11,6207.47,4229.45,23568.03,2545.3,702.69,1956.67,1023.83,9299.97,28.29,9.34
2024-05-03,"Johnson, Robinson and Rodriguez",East,Corn,19805,6253.62,3835.81,2110.88,12200.31,1237.59,703.36,1169.81,1123.49,7604.69,38.4,17.02
2024-05-03,Huerta Inc,West,Corn,12353,4376.38,2642.5,1660.86,8679.73,968.45,312.3,712.9,419.9,3673.27,29.74,10.2
2024-05-03,Trujillo LLC,South,Wheat,24138,8626.46,4565.51,2974.65,16166.61,1832.36,965.04,880.18,1073.45,7971.39,33.02,13.34
2024-05-03,Mccarthy-Cooper,East,Soy,46121,17530.61,8389.13,5264.59,31184.33,3545.98,1834.98,2345.18,1802.63,14936.67,32.39,11.73
2024-05-03,Mccoy and Sons,East,Soy,26223,8200.97,4261.17,3035.13,15497.27,1806.02,609.98,1345.36,1741.09,10725.73,40.9,19.92
2024-05-03,Barnes-Spencer,North,Wheat,41721,12764.47,8197.23,4640.45,25602.16,2696.51,1174.83,2335.22,2478.07,16118.84,38.63,17.82
2024-05-04,"Johnson, Robinson and Rodriguez",North,Corn,44881,16196.66,10346.83,6005.39,32548.88,2832.48,1045.16,2661.57,1448.23,12332.12,27.48,9.68
2024-05-04,"Stone, Adkins and Reyes",North,Corn,17731,6884.8,4183.54,2271.11,13339.45,1002.41,630.25,766.06,498.21,4391.55,24.77,8.43
2024-05-04,Miller-Mitchell,East,Corn,12467,3930.7,2653.59,1553.91,8138.2,850.12,323.9,675.08,619.93,4328.8,34.72,14.92
2024-05-04,Gibson LLC,West,Soy,8908,2926.99,1911.68,1092.18,5930.86,654.58,301.45,464.66,389.11,2977.14,33.42,13.1
2024-05-04,Smith-Stokes,South,Soy,48837,14797.34,9512.81,5025.48,29335.63,2845.52,1138.7,1777.73,3434.85,19501.37,39.93,21.1
2024-05-04,Welch PLC,South,Wheat,31760,10716.22,5753.16,3913.28,20382.66,2213.47,696.44,1129.33,1834.53,11377.34,35.82,17.33
2024-05-04,Lopez Inc,West,Wheat,7409,2338.38,1115.8,847.56,4301.74,550.61,191.27,311.34,513.51,3107.26,41.94,20.79
2024-05-04,Graham-Simon,West,Potato,37244,13294.54,7614.58,5524.31,26433.43,2795.59,1166.66,1399.06,1362.31,10810.57,29.03,10.97
2024-05-04,Young-Taylor,East,Corn,10364,3257.86,1799.51,1082.98,6140.35,827.31,216.02,336.19,711.03,4223.65,40.75,20.58
2024-05-04,Davidson-Scott,West,Potato,45955,18035.71,10525.2,4679.21,33240.12,3496.18,1455.15,1575.15,1547.1,12714.88,27.67,10.1
2024-05-04,Rice LLC,North,Corn,36844,11989.77,8573.83,4568.12,25131.72,2106.06,918.58,1317.97,1842.42,11712.28,31.79,15.0
2024-05-04,Miller-Mitchell,South,Corn,41636,12768.26,7004.19,5154.32,24926.78,2408.8,1634.72,1500.01,2791.42,16709.22,40.13,20.11
2024-05-04,Huerta Inc,East,Soy,25649,10026.17,5787.87,2881.96,18696.0,1353.26,693.54,893.74,1003.12,6953.0,27.11,11.73
2024-05-04,Huerta Inc,North,Soy,45714,13961.6,8875.47,5158.63,27995.7,2291.59,980.84,1666.54,3194.83,17718.3,38.76,20.97
2024-05-04,Velazquez-Gonzales,North,Potato,22885,8921.16,4148.89,3090.42,16160.47,1558.02,613.79,1320.24,808.12,6724.53,29.38,10.59
2024-05-04,Wilson-Irwin,South,Potato,32426,10208.17,5795.0,4787.35,20790.52,2207.83,761.2,1709.23,1739.3,11635.48,35.88,16.09
2024-05-04,Gibson LLC,East,Wheat,27795,8799.16,5921.79,3695.36,18416.32,1956.83,875.98,1489.73,1264.03,9378.68,33.74,13.64
2024-05-04,Trujillo LLC,North,Corn,29008,10379.76,6487.54,3767.4,20634.7,2261.66,701.92,1302.59,1026.78,8373.3,28.87,10.62
2024-05-04,Richards-Velez,North,Wheat,31032,10015.72,6729.54,3306.53,20051.8,2094.75,1139.55,1476.75,1567.29,10980.2,35.38,15.15
2024-05-04,"Stevens, Terry and Hahn",West,Potato,37891,12612.88,9081.59,3956.13,25650.6,2792.16,832.79,2151.65,1615.95,12240.4,32.3,12.79
2024-05-04,Davidson-Scott,West,Soy,48032,14888.37,10523.5,5894.76,31306.62,2480.67,1661.55,1658.6,2731.14,16725.38,34.82,17.06
2024-05-04,"Hernandez, Powers and Espinoza",West,Soy,46599,16456.35,10353.79,6243.33,33053.46,2551.34,1568.46,2780.14,1661.4,13545.54,29.07,10.7
2024-05-04,Wheeler Group,North,Potato,16655,6232.7,2691.0,2104.77,11028.47,968.98,641.76,509.86,876.48,5626.53,33.78,15.79
2024-05-04,Velazquez-Gonzales,West,Corn,43071,13443.44,9139.76,5456.25,28039.45,3133.09,1030.31,2152.6,2178.89,15031.55,34.9,15.18
2024-05-04,"Pearson, Miller and Knight",North,Potato,45836,14566.71,8443.04,5949.96,28959.71,2477.2,1349.99,1978.59,2767.63,16876.29,36.82,18.11
2024-05-04,Davidson-Scott,West,Potato,11046,3929.8,2421.25,1530.01,7881.06,767.56,335.85,478.61,395.73,3164.94,28.65,10.75
2024-05-04,"Stevens, Terry and Hahn",North,Potato,23839,8945.46,5435.39,3557.53,17938.38,1716.36,592.19,794.78,699.32,5900.62,24.75,8.8
2024-05-04,Miller-Mitchell,South,Corn,44877,14821.66,10088.21,5074.93,29984.79,3148.89,1447.25,1453.14,2210.73,14892.21,33.18,14.78
2024-05-04,Hunt-Coleman,South,Soy,9855,3332.94,1957.91,1046.24,6337.09,646.12,365.45,331.78,543.64,3517.91,35.7,16.55
2024-05-04,"Pearson, Miller and Knight",North,Potato,38106,14909.04,8615.71,4297.79,27822.54,2970.95,1168.72,2242.02,975.44,10283.46,26.99,7.68
2024-05-04,Smith PLC,West,Soy,33364,11798.83,7677.07,4636.85,24112.75,1805.2,1117.76,1375.94,1238.09,9251.25,27.73,11.13
2024-05-05,Mccarthy-Cooper,West,Soy,39348,12717.31,9670.08,5478.05,27865.45,2702.42,1206.48,1900.38,1418.32,11482.55,29.18,10.81
2024-05-05,Kidd and Sons,North,Wheat,10469,3425.82,2175.29,1060.62,6661.73,777.39,235.72,315.99,619.54,3807.27,36.37,17.75
2024-05-05,Crawford Inc,West,Soy,7119,2246.92,1133.5,876.19,4256.61,507.16,279.66,364.25,427.83,2862.39,40.21,18.03
2024-05-05,Myers-Harmon,South,Corn,14228,4570.22,3238.97,1444.76,9253.95,1019.45,411.59,706.97,709.01,4974.05,34.96,14.95
2024-05-05,"Coleman, Davis and Cook",South,Wheat,35082,13389.19,6353.94,4677.72,24420.86,2759.5,1104.96,1695.5,1275.29,10661.14,30.39,10.91
2024-05-05,Myers-Harmon,East,Potato,28807,10484.61,4521.95,3658.08,18664.63,1874.86,1112.92,1412.86,1435.43,10142.37,35.21,14.95
2024-05-05,Davis LLC,North,Soy,33488,10982.56,5604.22,4386.8,20973.58,2562.12,793.25,1129.43,2007.4,12514.42,37.37,17.98
2024-05-05,Winters-Bryant,East,Soy,27920,8413.73,4340.25,3067.55,15821.54,2056.37,560.64,863.05,2154.6,12098.46,43.33,23.15
2024-05-05,"Coleman, Davis and Cook",West,Wheat,44476,16384.25,9130.72,6257.21,31772.17,3194.28,932.91,1370.86,1801.44,12703.83,28.56,12.15
2024-05-05,Myers-Harmon,East,Wheat,20127,6270.69,3847.78,2029.3,12147.77,1076.71,675.22,666.7,1390.15,7979.23,39.64,20.72
2024-05-05,"Coleman, Davis and Cook",North,Potato,13108,4297.84,2152.73,1933.63,8384.2,839.57,361.13,649.79,718.33,4723.8,36.04,16.44
2024-05-05,Crawford Inc,East,Corn,17615,5643.76,3000.18,1904.59,10548.53,1302.05,543.8,1013.52,1051.77,7066.47,40.12,17.91
2024-05-05,Smith PLC,North,Soy,11267,4388.71,2276.19,1606.72,8271.62,780.32,250.46,564.77,349.96,2995.38,26.59,9.32
2024-05-05,"Holmes, Huynh and Wilson",West,Wheat,17123,5856.47,3370.57,2085.98,11313.02,926.65,484.25,988.13,852.74,5809.98,33.93,14.94
2024-05-05,Brown Inc,West,Potato,43581,14590.74,8423.24,4621.26,27635.24,3101.91,945.95,2346.53,2387.84,15945.76,36.59,16.44
2024-05-05,Murphy Inc,West,Wheat,30703,11371.75,7062.09,3634.77,22068.6,1832.22,1172.25,998.92,1157.75,8634.4,28.12,11.31
2024-05-05,"Holmes, Huynh and Wilson",West,Corn,35371,11964.38,7725.09,4557.58,24247.06,2627.16,944.58,2037.03,1378.79,11123.94,31.45,11.69
2024-05-05,"Coleman, Davis and Cook",West,Corn,37098,14309.53,5572.68,4997.38,24879.58,2031.97,934.06,1740.88,1877.88,12218.42,32.94,15.19
2024-05-05,Young-Taylor,East,Wheat,28699,10504.92,6488.31,3162.88,20156.1,1799.04,799.54,1151.14,1198.29,8542.9,29.77,12.53
2024-05-05,Huynh and Sons,North,Potato,18846,5829.13,3820.66,2271.98,11921.77,1062.44,718.71,1027.78,1028.83,6924.23,36.74,16.38
2024-05-05,"Stevens, Terry and Hahn",East,Potato,40732,15407.23,6353.45,4381.51,26142.2,2901.2,1197.9,1470.57,2255.04,14589.8,35.82,16.61
2024-05-05,Winters-Bryant,North,Potato,17990,6921.59,2989.98,2588.71,12500.28,1194.0,465.8,908.32,730.4,5489.72,30.52,12.18
2024-05-05,Davidson-Scott,North,Wheat,31090,10155.89,6534.11,4119.16,20809.17,2404.65,1175.87,987.82,1428.12,10280.83,33.07,13.78
2024-05-05,Brown Inc,North,Soy,37234,12187.41,6634.84,4331.3,23153.55,2637.12,1128.07,1500.98,2203.57,14080.45,37.82,17.75
2024-05-05,Lopez Inc,North,Potato,12966,4354.1,2243.91,1757.09,8355.11,825.56,463.14,734.82,646.84,4610.89,35.56,14.97
2024-05-05,Mccoy and Sons,West,Corn,30483,9504.67,7437.84,4448.7,21391.2,1877.57,701.76,961.5,1387.74,9091.8,29.83,13.66
2024-05-05,Davidson-Scott,West,Wheat,16217,5512.11,2591.59,2226.27,10329.97,1225.94,374.91,652.36,908.45,5887.03,36.3,16.81
2024-05-05,Young-Taylor,South,Potato,42364,12828.12,7696.44,6254.36,26778.92,3132.0,1148.97,1799.85,2376.06,15585.08,36.79,16.83
